Bundling 6%
Bundling 17%
Bundling 64%
Bundling 70%
Bundling 75%
Bundling 80%
Bundling 85%
Bundling 91%
Bundling 98%
Bundling 100%
Getting composition
Composition          Explainer
Codec                h264
Output               ../projects/import-china-india-te/renders/ch13.mp4
Concurrency          8x
Rendered 0/4051
Rendered 1/4051, time remaining: 48m 44s
Rendered 2194/3673, time remaining: 1m 10s
Rendered 2195/3673, time remaining: 1m 10s
Rendered 2196/3673, time remaining: 1m 9s
Rendered 2197/3673, time remaining: 1m 10s
Rendered 2198/3673, time remaining: 1m 10s
Rendered 2199/3673, time remaining: 1m 10s
Rendered 2200/3673, time remaining: 1m 10s
Rendered 2201/3673, time remaining: 1m 10s
Rendered 2202/3673, time remaining: 1m 12s
Rendered 2203/3673, time remaining: 1m 11s
Rendered 2204/3673, time remaining: 1m 11s
Rendered 2205/3673, time remaining: 1m 12s
Rendered 2206/3673, time remaining: 1m 12s
Rendered 2207/3673, time remaining: 1m 12s
Rendered 2208/3673, time remaining: 1m 12s
Rendered 2209/3673, time remaining: 1m 13s
Rendered 2210/3673, time remaining: 1m 12s
Rendered 2211/3673, time remaining: 1m 13s
Rendered 2212/3673, time remaining: 1m 13s
Rendered 2213/3673, time remaining: 1m 13s
Rendered 2214/3673, time remaining: 1m 13s
Rendered 2215/3673, time remaining: 1m 13s
Rendered 2216/3673, time remaining: 1m 15s
Rendered 2217/3673, time remaining: 1m 14s
Rendered 2218/3673, time remaining: 1m 14s
Rendered 2219/3673, time remaining: 1m 13s
Rendered 2220/3673, time remaining: 1m 15s
Rendered 2221/3673, time remaining: 1m 16s
Rendered 2222/3673, time remaining: 1m 15s
Rendered 2223/3673, time remaining: 1m 15s
Rendered 2224/3673, time remaining: 1m 17s
Rendered 2225/3673, time remaining: 1m 16s
Rendered 2226/3673, time remaining: 1m 15s
Rendered 2227/3673, time remaining: 1m 16s
Rendered 2228/3673, time remaining: 1m 17s
Rendered 2229/3673, time remaining: 1m 17s
Rendered 2230/3673, time remaining: 1m 16s
Rendered 2231/3673, time remaining: 1m 16s
Rendered 2232/3673, time remaining: 1m 19s
Rendered 2233/3673, time remaining: 1m 19s
Rendered 2234/3673, time remaining: 1m 18s
Rendered 2235/3673, time remaining: 1m 19s
Rendered 2236/3673, time remaining: 1m 20s
Rendered 2237/3673, time remaining: 1m 19s
Rendered 2238/3673, time remaining: 1m 19s
Rendered 2239/3673, time remaining: 1m 20s
Rendered 2240/3673, time remaining: 1m 20s
Rendered 2241/3673, time remaining: 1m 20s
Rendered 2242/3673, time remaining: 1m 22s
Rendered 2243/3673, time remaining: 1m 22s
Rendered 2244/3673, time remaining: 1m 22s
Rendered 2245/3673, time remaining: 1m 22s
Rendered 2246/3673, time remaining: 1m 23s
Rendered 2247/3673, time remaining: 1m 23s
Rendered 2248/3673, time remaining: 1m 24s
Rendered 2249/3673, time remaining: 1m 23s
Rendered 2250/3673, time remaining: 1m 23s
Rendered 2251/3673, time remaining: 1m 23s
Rendered 2252/3673, time remaining: 1m 23s
Rendered 2253/3673, time remaining: 1m 25s
Rendered 2254/3673, time remaining: 1m 24s
Rendered 2255/3673, time remaining: 1m 24s
Rendered 2256/3673, time remaining: 1m 23s
Rendered 2257/3673, time remaining: 1m 24s
Rendered 2258/3673, time remaining: 1m 24s
Rendered 2259/3673, time remaining: 1m 26s
Rendered 2260/3673, time remaining: 1m 25s
Rendered 2261/3673, time remaining: 1m 26s
Rendered 2262/3673, time remaining: 1m 26s
Rendered 2263/3673, time remaining: 1m 26s
Rendered 2264/3673, time remaining: 1m 26s
Rendered 2265/3673, time remaining: 1m 26s
Rendered 2266/3673, time remaining: 1m 25s
Rendered 2267/3673, time remaining: 1m 28s
Rendered 2268/3673, time remaining: 1m 28s
Rendered 2269/3673, time remaining: 1m 26s
Rendered 2270/3673, time remaining: 1m 29s
Rendered 2271/3673, time remaining: 1m 28s
Rendered 2272/3673, time remaining: 1m 28s
Rendered 2273/3673, time remaining: 1m 28s
Rendered 2274/3673, time remaining: 1m 28s
Rendered 2275/3673, time remaining: 1m 30s
Rendered 2276/3673, time remaining: 1m 30s
Rendered 2277/3673, time remaining: 1m 29s
Rendered 2278/3673, time remaining: 1m 29s
Rendered 2279/3673, time remaining: 1m 30s
Rendered 2280/3673, time remaining: 1m 29s
Rendered 2281/3673, time remaining: 1m 30s
Rendered 2282/3673, time remaining: 1m 31s
Rendered 2283/3673, time remaining: 1m 31s
Rendered 2284/3673, time remaining: 1m 31s
Rendered 2285/3673, time remaining: 1m 31s
Rendered 2286/3673, time remaining: 1m 31s
Rendered 2287/3673, time remaining: 1m 30s
Rendered 2288/3673, time remaining: 1m 32s
Rendered 2289/3673, time remaining: 1m 33s
Rendered 2290/3673, time remaining: 1m 33s
Rendered 2291/3673, time remaining: 1m 33s
Rendered 2292/3673, time remaining: 1m 32s
Rendered 2293/3673, time remaining: 1m 32s
Rendered 2294/3673, time remaining: 1m 30s
Rendered 2295/3673, time remaining: 1m 31s
Rendered 2296/3673, time remaining: 1m 33s
Rendered 2297/3673, time remaining: 1m 33s
Rendered 2298/3673, time remaining: 1m 33s
Rendered 2299/3673, time remaining: 1m 32s
Rendered 2300/3673, time remaining: 1m 33s
Rendered 2301/3673, time remaining: 1m 33s
Rendered 2302/3673, time remaining: 1m 34s
Rendered 2303/3673, time remaining: 1m 33s
Rendered 2304/3673, time remaining: 1m 33s
Rendered 2305/3673, time remaining: 1m 33s
Rendered 2306/3673, time remaining: 1m 33s
Rendered 2307/3673, time remaining: 1m 34s
Rendered 2308/3673, time remaining: 1m 34s
Rendered 2309/3673, time remaining: 1m 34s
Rendered 2310/3673, time remaining: 1m 34s
Rendered 2311/3673, time remaining: 1m 32s
Rendered 2312/3673, time remaining: 1m 33s
Rendered 2313/3673, time remaining: 1m 33s
Rendered 2314/3673, time remaining: 1m 33s
Rendered 2315/3673, time remaining: 1m 33s
Rendered 2316/3673, time remaining: 1m 32s
Rendered 2317/3673, time remaining: 1m 32s
Rendered 2318/3673, time remaining: 1m 35s
Rendered 2319/3673, time remaining: 1m 33s
Rendered 2320/3673, time remaining: 1m 33s
Rendered 2321/3673, time remaining: 1m 33s
Rendered 2322/3673, time remaining: 1m 33s
Rendered 2323/3673, time remaining: 1m 32s
Rendered 2324/3673, time remaining: 1m 33s
Rendered 2325/3673, time remaining: 1m 34s
Rendered 2326/3673, time remaining: 1m 35s
Rendered 2327/3673, time remaining: 1m 35s
Rendered 2328/3673, time remaining: 1m 34s
Rendered 2329/3673, time remaining: 1m 34s
Rendered 2330/3673, time remaining: 1m 35s
Rendered 2331/3673, time remaining: 1m 33s
Rendered 2332/3673, time remaining: 1m 32s
Rendered 2333/3673, time remaining: 1m 32s
Rendered 2334/3673, time remaining: 1m 34s
Rendered 2335/3673, time remaining: 1m 35s
Rendered 2336/3673, time remaining: 1m 35s
Rendered 2337/3673, time remaining: 1m 35s
Rendered 2338/3673, time remaining: 1m 36s
Rendered 2339/3673, time remaining: 1m 33s
Rendered 2340/3673, time remaining: 1m 34s
Rendered 2341/3673, time remaining: 1m 34s
Rendered 2342/3673, time remaining: 1m 34s
Rendered 2343/3673, time remaining: 1m 35s
Rendered 2344/3673, time remaining: 1m 33s
Rendered 2345/3673, time remaining: 1m 34s
Rendered 2346/3673, time remaining: 1m 34s
Rendered 2347/3673, time remaining: 1m 34s
Rendered 2348/3673, time remaining: 1m 34s
Rendered 2349/3673, time remaining: 1m 34s
Rendered 2350/3673, time remaining: 1m 34s
Rendered 2351/3673, time remaining: 1m 34s
Rendered 2352/3673, time remaining: 1m 33s
Rendered 2353/3673, time remaining: 1m 35s
Rendered 2354/3673, time remaining: 1m 35s
Rendered 2355/3673, time remaining: 1m 33s
Rendered 2356/3673, time remaining: 1m 33s
Rendered 2357/3673, time remaining: 1m 34s
Rendered 2358/3673, time remaining: 1m 34s
Rendered 2359/3673, time remaining: 1m 34s
Rendered 2360/3673, time remaining: 1m 33s
Rendered 2361/3673, time remaining: 1m 34s
Rendered 2362/3673, time remaining: 1m 36s
Rendered 2363/3673, time remaining: 1m 35s
Rendered 2364/3673, time remaining: 1m 35s
Rendered 2365/3673, time remaining: 1m 35s
Rendered 2366/3673, time remaining: 1m 33s
Rendered 2367/3673, time remaining: 1m 34s
Rendered 2368/3673, time remaining: 1m 34s
Rendered 2369/3673, time remaining: 1m 34s
Rendered 2370/3673, time remaining: 1m 35s
Rendered 2371/3673, time remaining: 1m 34s
Rendered 2372/3673, time remaining: 1m 34s
Rendered 2373/3673, time remaining: 1m 33s
Rendered 2374/3673, time remaining: 1m 32s
Rendered 2375/3673, time remaining: 1m 33s
Rendered 2376/3673, time remaining: 1m 34s
Rendered 2377/3673, time remaining: 1m 33s
Rendered 2378/3673, time remaining: 1m 34s
Rendered 2379/3673, time remaining: 1m 34s
Rendered 2380/3673, time remaining: 1m 34s
Rendered 2381/3673, time remaining: 1m 35s
Rendered 2382/3673, time remaining: 1m 32s
Rendered 2383/3673, time remaining: 1m 33s
Rendered 2384/3673, time remaining: 1m 33s
Rendered 2385/3673, time remaining: 1m 32s
Rendered 2386/3673, time remaining: 1m 32s
Rendered 2387/3673, time remaining: 1m 33s
Rendered 2388/3673, time remaining: 1m 33s
Rendered 2389/3673, time remaining: 1m 32s
Rendered 2390/3673, time remaining: 1m 32s
Rendered 2391/3673, time remaining: 1m 31s
Rendered 2392/3673, time remaining: 1m 30s
Rendered 2393/3673, time remaining: 1m 30s
Rendered 2394/3673, time remaining: 1m 32s
Rendered 2395/3673, time remaining: 1m 31s
Rendered 2396/3673, time remaining: 1m 30s
Rendered 2397/3673, time remaining: 1m 31s
Rendered 2398/3673, time remaining: 1m 31s
Rendered 2399/3673, time remaining: 1m 31s
Rendered 2400/3673, time remaining: 1m 30s
Rendered 2401/3673, time remaining: 1m 30s
Rendered 2402/3673, time remaining: 1m 32s
Rendered 2403/3673, time remaining: 1m 32s
Rendered 2404/3673, time remaining: 1m 32s
Rendered 2405/3673, time remaining: 1m 32s
Rendered 2406/3673, time remaining: 1m 35s
Rendered 2407/3673, time remaining: 1m 34s
Rendered 2408/3673, time remaining: 1m 34s
Rendered 2409/3673, time remaining: 1m 32s
Rendered 2410/3673, time remaining: 1m 32s
Rendered 2411/3673, time remaining: 1m 33s
Rendered 2412/3673, time remaining: 1m 32s
Rendered 2413/3673, time remaining: 1m 32s
Rendered 2414/3673, time remaining: 1m 32s
Rendered 2415/3673, time remaining: 1m 32s
Rendered 2416/3673, time remaining: 1m 34s
Rendered 2417/3673, time remaining: 1m 32s
Rendered 2418/3673, time remaining: 1m 32s
Rendered 2419/3673, time remaining: 1m 33s
Rendered 2420/3673, time remaining: 1m 31s
Rendered 2421/3673, time remaining: 1m 31s
Rendered 2422/3673, time remaining: 1m 31s
Rendered 2423/3673, time remaining: 1m 31s
Rendered 2424/3673, time remaining: 1m 33s
Rendered 2425/3673, time remaining: 1m 32s
Rendered 2426/3673, time remaining: 1m 31s
Rendered 2427/3673, time remaining: 1m 32s
Rendered 2428/3673, time remaining: 1m 31s
Rendered 2429/3673, time remaining: 1m 30s
Rendered 2430/3673, time remaining: 1m 31s
Rendered 2431/3673, time remaining: 1m 30s
Rendered 2432/3673, time remaining: 1m 31s
Rendered 2433/3673, time remaining: 1m 30s
Rendered 2434/3673, time remaining: 1m 30s
Rendered 2435/3673, time remaining: 1m 30s
Rendered 2436/3673, time remaining: 1m 30s
Rendered 2437/3673, time remaining: 1m 30s
Rendered 2438/3673, time remaining: 1m 29s
Rendered 2439/3673, time remaining: 1m 27s
Rendered 2440/3673, time remaining: 1m 31s
Rendered 2441/3673, time remaining: 1m 31s
Rendered 2442/3673, time remaining: 1m 31s
Rendered 2443/3673, time remaining: 1m 31s
Rendered 2444/3673, time remaining: 1m 30s
Rendered 2445/3673, time remaining: 1m 32s
Rendered 2446/3673, time remaining: 1m 29s
Rendered 2447/3673, time remaining: 1m 29s
Rendered 2448/3673, time remaining: 1m 30s
Rendered 2449/3673, time remaining: 1m 31s
Rendered 2450/3673, time remaining: 1m 30s
Rendered 2451/3673, time remaining: 1m 29s
Rendered 2452/3673, time remaining: 1m 28s
Rendered 2453/3673, time remaining: 1m 29s
Rendered 2454/3673, time remaining: 1m 29s
Rendered 2455/3673, time remaining: 1m 29s
Rendered 2456/3673, time remaining: 1m 31s
Rendered 2457/3673, time remaining: 1m 29s
Rendered 2458/3673, time remaining: 1m 29s
Rendered 2459/3673, time remaining: 1m 29s
Rendered 2460/3673, time remaining: 1m 29s
Rendered 2461/3673, time remaining: 1m 30s
Rendered 2462/3673, time remaining: 1m 29s
Rendered 2463/3673, time remaining: 1m 30s
Rendered 2464/3673, time remaining: 1m 32s
Rendered 2465/3673, time remaining: 1m 30s
Rendered 2466/3673, time remaining: 1m 30s
Rendered 2467/3673, time remaining: 1m 31s
Rendered 2468/3673, time remaining: 1m 28s
Rendered 2469/3673, time remaining: 1m 30s
Rendered 2470/3673, time remaining: 1m 30s
Rendered 2471/3673, time remaining: 1m 30s
Rendered 2472/3673, time remaining: 1m 30s
Rendered 2473/3673, time remaining: 1m 30s
Rendered 2474/3673, time remaining: 1m 30s
Rendered 2475/3673, time remaining: 1m 30s
Rendered 2476/3673, time remaining: 1m 29s
Rendered 2477/3673, time remaining: 1m 29s
Rendered 2478/3673, time remaining: 1m 29s
Rendered 2479/3673, time remaining: 1m 28s
Rendered 2480/3673, time remaining: 1m 30s
Rendered 2481/3673, time remaining: 1m 30s
Rendered 2482/3673, time remaining: 1m 30s
Rendered 2483/3673, time remaining: 1m 30s
Rendered 2484/3673, time remaining: 1m 28s
Rendered 2485/3673, time remaining: 1m 27s
Rendered 2486/3673, time remaining: 1m 28s
Rendered 2487/3673, time remaining: 1m 28s
Rendered 2488/3673, time remaining: 1m 27s
Rendered 2489/3673, time remaining: 1m 28s
Rendered 2490/3673, time remaining: 1m 27s
Rendered 2491/3673, time remaining: 1m 27s
Rendered 2492/3673, time remaining: 1m 27s
Rendered 2493/3673, time remaining: 1m 26s
Rendered 2494/3673, time remaining: 1m 27s
Rendered 2495/3673, time remaining: 1m 26s
Rendered 2496/3673, time remaining: 1m 26s
Rendered 2497/3673, time remaining: 1m 26s
Rendered 2498/3673, time remaining: 1m 26s
Rendered 2499/3673, time remaining: 1m 26s
Rendered 2500/3673, time remaining: 1m 27s
Rendered 2501/3673, time remaining: 1m 27s
Rendered 2502/3673, time remaining: 1m 26s
Rendered 2503/3673, time remaining: 1m 24s
Rendered 2504/3673, time remaining: 1m 24s
Rendered 2505/3673, time remaining: 1m 25s
Rendered 2506/3673, time remaining: 1m 26s
Rendered 2507/3673, time remaining: 1m 26s
Rendered 2508/3673, time remaining: 1m 26s
Rendered 2509/3673, time remaining: 1m 26s
Rendered 2510/3673, time remaining: 1m 26s
Rendered 2511/3673, time remaining: 1m 24s
Rendered 2512/3673, time remaining: 1m 23s
Rendered 2513/3673, time remaining: 1m 24s
Rendered 2514/3673, time remaining: 1m 24s
Rendered 2515/3673, time remaining: 1m 26s
Rendered 2516/3673, time remaining: 1m 25s
Rendered 2517/3673, time remaining: 1m 24s
Rendered 2518/3673, time remaining: 1m 24s
Rendered 2519/3673, time remaining: 1m 25s
Rendered 2520/3673, time remaining: 1m 25s
Rendered 2521/3673, time remaining: 1m 29s
Rendered 2522/3673, time remaining: 1m 29s
Rendered 2523/3673, time remaining: 1m 30s
Rendered 2524/3673, time remaining: 1m 31s
Rendered 2525/3673, time remaining: 1m 29s
Rendered 2526/3673, time remaining: 1m 29s
Rendered 2527/3673, time remaining: 1m 29s
Rendered 2528/3673, time remaining: 1m 28s
Rendered 2529/3673, time remaining: 1m 28s
Rendered 2530/3673, time remaining: 1m 29s
Rendered 2531/3673, time remaining: 1m 29s
Rendered 2532/3673, time remaining: 1m 28s
Rendered 2533/3673, time remaining: 1m 28s
Rendered 2534/3673, time remaining: 1m 28s
Rendered 2535/3673, time remaining: 1m 30s
Rendered 2536/3673, time remaining: 1m 29s
Rendered 2537/3673, time remaining: 1m 27s
Rendered 2538/3673, time remaining: 1m 27s
Rendered 2539/3673, time remaining: 1m 28s
Rendered 2540/3673, time remaining: 1m 29s
Rendered 2541/3673, time remaining: 1m 29s
Rendered 2542/3673, time remaining: 1m 30s
Rendered 2543/3673, time remaining: 1m 29s
Rendered 2544/3673, time remaining: 1m 28s
Rendered 2545/3673, time remaining: 1m 27s
Rendered 2546/3673, time remaining: 1m 27s
Rendered 2547/3673, time remaining: 1m 26s
Rendered 2548/3673, time remaining: 1m 29s
Rendered 2549/3673, time remaining: 1m 29s
Rendered 2550/3673, time remaining: 1m 30s
Rendered 2551/3673, time remaining: 1m 30s
Rendered 2552/3673, time remaining: 1m 28s
Rendered 2553/3673, time remaining: 1m 26s
Rendered 2554/3673, time remaining: 1m 26s
Rendered 2555/3673, time remaining: 1m 26s
Rendered 2556/3673, time remaining: 1m 27s
Rendered 2557/3673, time remaining: 1m 27s
Rendered 2558/3673, time remaining: 1m 28s
Rendered 2559/3673, time remaining: 1m 28s
Rendered 2560/3673, time remaining: 1m 28s
Rendered 2561/3673, time remaining: 1m 26s
Rendered 2562/3673, time remaining: 1m 27s
Rendered 2563/3673, time remaining: 1m 27s
Rendered 2564/3673, time remaining: 1m 28s
Rendered 2565/3673, time remaining: 1m 29s
Rendered 2566/3673, time remaining: 1m 27s
Rendered 2567/3673, time remaining: 1m 27s
Rendered 2568/3673, time remaining: 1m 26s
Rendered 2569/3673, time remaining: 1m 27s
Rendered 2570/3673, time remaining: 1m 27s
Rendered 2571/3673, time remaining: 1m 27s
Rendered 2572/3673, time remaining: 1m 27s
Rendered 2573/3673, time remaining: 1m 29s
Rendered 2574/3673, time remaining: 1m 27s
Rendered 2575/3673, time remaining: 1m 27s
Rendered 2576/3673, time remaining: 1m 26s
Rendered 2577/3673, time remaining: 1m 27s
Rendered 2578/3673, time remaining: 1m 27s
Rendered 2579/3673, time remaining: 1m 28s
Rendered 2580/3673, time remaining: 1m 26s
Rendered 2581/3673, time remaining: 1m 28s
Rendered 2582/3673, time remaining: 1m 27s
Rendered 2583/3673, time remaining: 1m 27s
Rendered 2584/3673, time remaining: 1m 27s
Rendered 2585/3673, time remaining: 1m 27s
Rendered 2586/3673, time remaining: 1m 26s
Rendered 2587/3673, time remaining: 1m 26s
Rendered 2588/3673, time remaining: 1m 27s
Rendered 2589/3673, time remaining: 1m 28s
Rendered 2590/3673, time remaining: 1m 26s
Rendered 2591/3673, time remaining: 1m 26s
Rendered 2592/3673, time remaining: 1m 26s
Rendered 2593/3673, time remaining: 1m 26s
Rendered 2594/3673, time remaining: 1m 27s
Rendered 2595/3673, time remaining: 1m 24s
Rendered 2596/3673, time remaining: 1m 25s
Rendered 2597/3673, time remaining: 1m 27s
Rendered 2598/3673, time remaining: 1m 26s
Rendered 2599/3673, time remaining: 1m 26s
Rendered 2600/3673, time remaining: 1m 25s
Rendered 2601/3673, time remaining: 1m 27s
Rendered 2602/3673, time remaining: 1m 27s
Rendered 2603/3673, time remaining: 1m 26s
Rendered 2604/3673, time remaining: 1m 26s
Rendered 2605/3673, time remaining: 1m 26s
Rendered 2606/3673, time remaining: 1m 25s
Rendered 2607/3673, time remaining: 1m 25s
Rendered 2608/3673, time remaining: 1m 24s
Rendered 2609/3673, time remaining: 1m 26s
Rendered 2610/3673, time remaining: 1m 26s
Rendered 2611/3673, time remaining: 1m 26s
Rendered 2612/3673, time remaining: 1m 26s
Rendered 2613/3673, time remaining: 1m 26s
Rendered 2614/3673, time remaining: 1m 24s
Rendered 2615/3673, time remaining: 1m 24s
Rendered 2616/3673, time remaining: 1m 25s
Rendered 2617/3673, time remaining: 1m 25s
Rendered 2618/3673, time remaining: 1m 24s
Rendered 2619/3673, time remaining: 1m 26s
Rendered 2620/3673, time remaining: 1m 26s
Rendered 2621/3673, time remaining: 1m 25s
Rendered 2622/3673, time remaining: 1m 24s
Rendered 2623/3673, time remaining: 1m 23s
Rendered 2624/3673, time remaining: 1m 24s
Rendered 2625/3673, time remaining: 1m 24s
Rendered 2626/3673, time remaining: 1m 24s
Rendered 2627/3673, time remaining: 1m 24s
Rendered 2628/3673, time remaining: 1m 24s
Rendered 2629/3673, time remaining: 1m 23s
Rendered 2630/3673, time remaining: 1m 23s
Rendered 2631/3673, time remaining: 1m 23s
Rendered 2632/3673, time remaining: 1m 23s
Rendered 2633/3673, time remaining: 1m 23s
Rendered 2634/3673, time remaining: 1m 23s
Rendered 2635/3673, time remaining: 1m 22s
Rendered 2636/3673, time remaining: 1m 21s
Rendered 2637/3673, time remaining: 1m 23s
Rendered 2638/3673, time remaining: 1m 23s
Rendered 2639/3673, time remaining: 1m 23s
Rendered 2640/3673, time remaining: 1m 23s
Rendered 2641/3673, time remaining: 1m 23s
Rendered 2642/3673, time remaining: 1m 23s
